hs_8digit;hs_92_origin;description;excluded;source;mapping_method
55133100;5513.31;Plain weave polyest stapl fib fab,<85% mixd w/cot,</=170g/m2, yarn dyd;0;WTO ATC Annex;both
55133901;5513.39;Woven fab of oth syn staple fib,<85% mixd w/cot,</=170g/m2, yarn dyd;0;WTO ATC Annex;both
55134100;5513.41;Plain weave polyester stapl fib fab,<85%,mixd w/cot,</=170g/m2, printd;0;WTO ATC Annex;both
55134910;5513.49;Woven fab of oth syn staple fib,<85%,mixed w/cot,</=170g/m2, printed;0;WTO ATC Annex;both
55134920;5513.49;Woven fab of oth syn staple fib,<85%,mixed w/cot,</=170g/m2, printed;0;WTO ATC Annex;both
55134990;5513.49;Woven fab of oth syn staple fib,<85%,mixed w/cot,</=170g/m2, printed;0;WTO ATC Annex;both
55141100;5514.11;Plain weave polyest staple fib fab,<85%,mixd w/cotton,>170g/m2, unbl/bl;0;WTO ATC Annex;both
55141200;5514.12;Twill weave polyest stapl fib fab,<85%,mixd w/cotton,>170g/m2, unbl/bl;0;WTO ATC Annex;both
55141910;5514.19;Woven fabrics of oth syn staple fib,<85%,mixed w/cot,>170 g/m2, unbl/bl;0;WTO ATC Annex;both
55141990;5514.19;Woven fabrics of oth syn staple fib,<85%,mixed w/cot,>170 g/m2, unbl/bl;0;WTO ATC Annex;both
55142100;5514.21;Plain weave polyester staple fibre fab,<85%,mixd w/cotton,>170g/m2, dyd;0;WTO ATC Annex;both
55142200;5514.22;Twill weave polyester staple fibre fab,<85%,mixd w/cotton,>170g/m2, dyd;0;WTO ATC Annex;both
55142300;5514.23;Woven fabrics of polyester staple fib,<85%,mixed w/cot,>170 g/m2, dyed;0;WTO ATC Annex;both
55142900;5514.29;Woven fabrics of oth synthetic staple fib,<85%,mixd w/cot,>170g/m2, dyd;0;WTO ATC Annex;both
55143031;5514.39;Woven fabrics of oth syn staple fib,<85% mixd w/cot,>170 g/m2, yarn dyd;0;WTO ATC Annex;concordance
55143032;5514.39;Woven fabrics of oth syn staple fib,<85% mixd w/cot,>170 g/m2, yarn dyd;0;WTO ATC Annex;concordance
55143033;5514.39;Woven fabrics of oth syn staple fib,<85% mixd w/cot,>170 g/m2, yarn dyd;0;WTO ATC Annex;concordance
55143039;5514.39;Woven fabrics of oth syn staple fib,<85% mixd w/cot,>170 g/m2, yarn dyd;0;WTO ATC Annex;concordance
55144100;5514.41;Plain weave polyester staple fibre fab,<85%,mixd w/cot,>170g/m2, printd;0;WTO ATC Annex;both
55144200;5514.42;Twill weave polyester staple fibre fab,<85%,mixd w/cot,>170g/m2, printd;0;WTO ATC Annex;both
55144300;5514.43;Woven fab of polyester staple fibres <85%,mixd w/cot,>170g/m2, ptd, nes;0;WTO ATC Annex;both
55144900;5514.49;Woven fabrics of oth syn staple fib,<85%,mixed w/cot,>170 g/m2, printed;0;WTO ATC Annex;both
55151100;5515.11;Woven fab of polyester staple fib mixd w viscose rayon staple fib, nes;0;WTO ATC Annex;both
55151200;5515.12;Woven fabrics of polyester staple fibres mixd w man-made filaments, nes;0;WTO ATC Annex;both
55151305;5515.13;Woven fab of polyester staple fibres mixd w/wool/fine animal hair, nes;0;WTO ATC Annex;both
55151310;5515.13;Woven fab of polyester staple fibres mixd w/wool/fine animal hair, nes;0;WTO ATC Annex;both
55151900;5515.19;Woven fabrics of polyester staple fibres, nes;0;WTO ATC Annex;both
55152100;5515.21;Woven fabrics of acrylic staple fibres, mixd w man-made filaments, nes;0;WTO ATC Annex;both
55152205;5515.22;Woven fab of acrylic staple fibres, mixd w/wool/fine animal hair, nes;0;WTO ATC Annex;both
55152210;5515.22;Woven fab of acrylic staple fibres, mixd w/wool/fine animal hair, nes;0;WTO ATC Annex;both
55152900;5515.29;Woven fabrics of acrylic or modacrylic staple fibres, nes;0;WTO ATC Annex;both
55159100;5515.91;Woven fabrics of oth syn staple fib, mixed with man-made filaments, nes;0;WTO ATC Annex;both
55159905;5515.99;Woven fabrics of synthetic staple fibres, nes;0;WTO ATC Annex;both
55159910;5515.99;Woven fabrics of synthetic staple fibres, nes;0;WTO ATC Annex;both
55159990;5515.99;Woven fabrics of synthetic staple fibres, nes;0;WTO ATC Annex;both
55161100;5516.11;Woven fabrics, containg>/=85% of artificial staple fibres, unbleached/bl;0;WTO ATC Annex;both
55161200;5516.12;Woven fabrics, containing>/=85% of artificial staple fibres, dyed;0;WTO ATC Annex;both
55161300;5516.13;Woven fabrics, containing>/=85% of artificial staple fib, yarn dyed;0;WTO ATC Annex;both
55161400;5516.14;Woven fabrics, containing>/=85% of artificial staple fibres, printed;0;WTO ATC Annex;both
55162100;5516.21;Woven fabrics of artificial staple fib,<85%,mixd w man-made fi, unbl/bl;0;WTO ATC Annex;both
55162200;5516.22;Woven fabrics of artificial staple fib,<85%,mixd with man-made fi, dyd;0;WTO ATC Annex;both
55162300;5516.23;Woven fabrics of artificial staple fib,<85%,mixd with m-m fi, yarn dyd;0;WTO ATC Annex;both
55162400;5516.24;Woven fabrics of artificial staple fib,<85%,mixd w man-made fi, printd;0;WTO ATC Annex;both
55163105;5516.31;Woven fab of arti staple fib,<85% mixd w/wool/fine animal hair, unbl/bl;0;WTO ATC Annex;both
55163110;5516.31;Woven fab of arti staple fib,<85% mixd w/wool/fine animal hair, unbl/bl;0;WTO ATC Annex;both
55163205;5516.32;Woven fabrics of arti staple fib,<85% mixd w/wool/fine animal hair, dyd;0;WTO ATC Annex;both
55163210;5516.32;Woven fabrics of arti staple fib,<85% mixd w/wool/fine animal hair, dyd;0;WTO ATC Annex;both
55163305;5516.33;Woven fab of arti staple fib,<85% mixd w/wool/fine animal hair, yarn dyd;0;WTO ATC Annex;both
55163310;5516.33;Woven fab of arti staple fib,<85% mixd w/wool/fine animal hair, yarn dyd;0;WTO ATC Annex;both
55163405;5516.34;Woven fab of arti staple fib,<85% mixd w/wool/fine animal hair, printd;0;WTO ATC Annex;both
55163410;5516.34;Woven fab of arti staple fib,<85% mixd w/wool/fine animal hair, printd;0;WTO ATC Annex;both
55164100;5516.41;Woven fabrics of artificial staple fib,<85% mixd with cotton, unbl o bl;0;WTO ATC Annex;both
55164200;5516.42;Woven fabrics of artificial staple fib, <85% mixed with cotton, dyed;0;WTO ATC Annex;both
55164300;5516.43;Woven fabrics of artificial staple fib,<85% mixd with cotton, yarn dyd;0;WTO ATC Annex;both
55164400;5516.44;Woven fabrics of artificial staple fib,<85% mixed with cotton, printed;0;WTO ATC Annex;both
55169100;5516.91;Woven fabrics of artificial staple fibres, unbleached or bleached, nes;0;WTO ATC Annex;both
55169200;5516.92;Woven fabrics of artificial staple fibres, dyed, nes;0;WTO ATC Annex;both
55169300;5516.93;Woven fabrics of artificial staple fibres, yarn dyed, nes;0;WTO ATC Annex;both
55169400;5516.94;Woven fabrics of artificial staple fibres, printed, nes;0;WTO ATC Annex;both
56012100;5601.21;Wadding of cotton and articles thereof, other than sanitary articles;0;WTO ATC Annex;both
56012200;5601.22;Wadding of man-made fibres and articles thereof, other than sanitary articles;0;WTO ATC Annex;both
56012900;5601.29;Waddg of oth textile materials&articles thereof, other than sanitary articles;0;WTO ATC Annex;both
56013000;5601.30;Textile flock and dust and mill neps;0;WTO ATC Annex;both
56021010;5602.10;Needleloom felt and stitch-bonded fibre fabrics;0;WTO ATC Annex;both
56021090;5602.10;Needleloom felt and stitch-bonded fibre fabrics;0;WTO ATC Annex;both
56022100;5602.21;Felt other than needleloom, of wool or fine animal hair, not impreg, ctd, cov etc;0;WTO ATC Annex;both
56022900;5602.29;Felt other than needleloom, of other textile materials, not impreg, ctd, cov etc;0;WTO ATC Annex;both
56029030;5602.90;Felt of textile materials, nes;0;WTO ATC Annex;both
56029060;5602.90;Felt of textile materials, nes;0;WTO ATC Annex;both
56029090;5602.90;Felt of textile materials, nes;0;WTO ATC Annex;both
56031100;5603.00;Nonwovens, whether or not impregnated, coated, covered or laminated;0;WTO ATC Annex;concordance
56031200;5603.00;Nonwovens, whether or not impregnated, coated, covered or laminated;0;WTO ATC Annex;concordance
56031300;5603.00;Nonwovens, whether or not impregnated, coated, covered or laminated;0;WTO ATC Annex;concordance
56031430;5603.00;Nonwovens, whether or not impregnated, coated, covered or laminated;0;WTO ATC Annex;concordance
56031490;5603.00;Nonwovens, whether or not impregnated, coated, covered or laminated;0;WTO ATC Annex;concordance
56039100;5603.00;Nonwovens, whether or not impregnated, coated, covered or laminated;0;WTO ATC Annex;concordance
56039200;5603.00;Nonwovens, whether or not impregnated, coated, covered or laminated;0;WTO ATC Annex;concordance
56039300;5603.00;Nonwovens, whether or not impregnated, coated, covered or laminated;0;WTO ATC Annex;concordance
56039410;5603.00;Nonwovens, whether or not impregnated, coated, covered or laminated;0;WTO ATC Annex;concordance
56039430;5603.00;Nonwovens, whether or not impregnated, coated, covered or laminated;0;WTO ATC Annex;concordance
56039490;5603.00;Nonwovens, whether or not impregnated, coated, covered or laminated;0;WTO ATC Annex;concordance
56041000;5604.10;Rubber thread and cord, textile covered;0;WTO ATC Annex;both
56049020;5604.90;Textile yarn, strips&the like, impreg ctd/cov with rubber o plastics, nes;0;WTO ATC Annex;both
56049090;5604.90;Textile yarn, strips&the like, impreg ctd/cov with rubber o plastics, nes;0;WTO ATC Annex;both
56050010;5605.00;Metallisd yarn, beg textile yarn combind w metal thread, strip/powder;0;WTO ATC Annex;both
56050090;5605.00;Metallisd yarn, beg textile yarn combind w metal thread, strip/powder;0;WTO ATC Annex;both
56060000;5606.00;"Gimped yarn nes; chenille yarn; loop wale-yarn";0;WTO ATC Annex;both
56072100;5607.21;Binder o baler twine, of sisal o oth textile fibres of the genus Agave;0;WTO ATC Annex;both
56072900;5607.29;Twine nes, cordage, ropes and cables, of sisal textile fibres;0;WTO ATC Annex;both
56074110;5607.41;Binder or baler twine, of polyethylene or polypropylene;0;WTO ATC Annex;both
56074130;5607.41;Binder or baler twine, of polyethylene or polypropylene;0;WTO ATC Annex;both
56074910;5607.49;Twine nes, cordage, ropes and cables, of polyethylene or polypropylene;0;WTO ATC Annex;both
56074915;5607.49;Twine nes, cordage, ropes and cables, of polyethylene or polypropylene;0;WTO ATC Annex;both
56074925;5607.49;Twine nes, cordage, ropes and cables, of polyethylene or polypropylene;0;WTO ATC Annex;both
56074930;5607.49;Twine nes, cordage, ropes and cables, of polyethylene or polypropylene;0;WTO ATC Annex;both
56075025;5607.50;Twine, cordage, ropes and cables, of other synthetic fibres;0;WTO ATC Annex;both
56075035;5607.50;Twine, cordage, ropes and cables, of other synthetic fibres;0;WTO ATC Annex;both
56075040;5607.50;Twine, cordage, ropes and cables, of other synthetic fibres;0;WTO ATC Annex;both
56079010;5607.90;Twine, cordage, ropes and cables, of other materials;0;WTO ATC Annex;both
56079015;5607.90;Twine, cordage, ropes and cables, of other materials;0;WTO ATC Annex;both
56079025;5607.90;Twine, cordage, ropes and cables, of other materials;0;WTO ATC Annex;both
56079035;5607.90;Twine, cordage, ropes and cables, of other materials;0;WTO ATC Annex;both
56079090;5607.90;Twine, cordage, ropes and cables, of other materials;0;WTO ATC Annex;both
56081100;5608.11;Made up fishing nets, of man-made textile materials;0;WTO ATC Annex;both
56081910;5608.19;Knottd nettg of twine/cordage/rope, and oth made up nets of m-m tex mat;0;WTO ATC Annex;both
56081920;5608.19;Knottd nettg of twine/cordage/rope, and oth made up nets of m-m tex mat;0;WTO ATC Annex;both
56089010;5608.90;Knottd nettg of twine/cordage/rope, nes, and made up nets of oth tex mat;0;WTO ATC Annex;both
56089023;5608.90;Knottd nettg of twine/cordage/rope, nes, and made up nets of oth tex mat;0;WTO ATC Annex;both
56089027;5608.90;Knottd nettg of twine/cordage/rope, nes, and made up nets of oth tex mat;0;WTO ATC Annex;both
56089030;5608.90;Knottd nettg of twine/cordage/rope, nes, and made up nets of oth tex mat;0;WTO ATC Annex;both
56090010;5609.00;Articles of yarn, strip, twine, cordage, rope and cables, nes;0;WTO ATC Annex;both
56090020;5609.00;Articles of yarn, strip, twine, cordage, rope and cables, nes;0;WTO ATC Annex;both
56090030;5609.00;Articles of yarn, strip, twine, cordage, rope and cables, nes;0;WTO ATC Annex;both
56090040;5609.00;Articles of yarn, strip, twine, cordage, rope and cables, nes;0;WTO ATC Annex;both
57011013;5701.10;Carpets of wool or fine animal hair, knotted;0;WTO ATC Annex;both
57011016;5701.10;Carpets of wool or fine animal hair, knotted;0;WTO ATC Annex;both
57011040;5701.10;Carpets of wool or fine animal hair, knotted;0;WTO ATC Annex;both
57011090;5701.10;Carpets of wool or fine animal hair, knotted;0;WTO ATC Annex;both
57019010;5701.90;Carpets of other textile materials, knotted;0;WTO ATC Annex;both
57019020;5701.90;Carpets of other textile materials, knotted;0;WTO ATC Annex;both
57021010;5702.10;Kelem, Schumacks, Karamanie and similar textile hand-woven rugs;0;WTO ATC Annex;both
57021090;5702.10;Kelem, Schumacks, Karamanie and similar textile hand-woven rugs;0;WTO ATC Annex;both
57022010;5702.20;Floor coverings of coconut fibres (coir);0;WTO ATC Annex;both
57022020;5702.20;Floor coverings of coconut fibres (coir);0;WTO ATC Annex;both
57023110;5702.31;Carpets of wool/fine animl hair, of wovn pile constructn, nt made up nes;0;WTO ATC Annex;both
57023120;5702.31;Carpets of wool/fine animl hair, of wovn pile constructn, nt made up nes;0;WTO ATC Annex;both
57023210;5702.32;Carpets of man-made textile mat, of wovn pile construct, nt made up, nes;0;WTO ATC Annex;both
57023220;5702.32;Carpets of man-made textile mat, of wovn pile construct, nt made up, nes;0;WTO ATC Annex;both
57023910;5702.39;Carpets of oth textile mat, of woven pile constructn, nt made up, nes;0;WTO ATC Annex;both
57023920;5702.39;Carpets of oth textile mat, of woven pile constructn, nt made up, nes;0;WTO ATC Annex;both
57024110;5702.41;Carpets of wool/fine animal hair, of wovn pile construction, made up, nes;0;WTO ATC Annex;both
57024120;5702.41;Carpets of wool/fine animal hair, of wovn pile construction, made up, nes;0;WTO ATC Annex;both
57024210;5702.42;Carpets of man-made textile mat, of woven pile construction, made up, nes;0;WTO ATC Annex;both
57024220;5702.42;Carpets of man-made textile mat, of woven pile construction, made up, nes;0;WTO ATC Annex;both
57024910;5702.49;Carpets of oth textile materials, of wovn pile construction, made up, nes;0;WTO ATC Annex;both
57024915;5702.49;Carpets of oth textile materials, of wovn pile construction, made up, nes;0;WTO ATC Annex;both
57024920;5702.49;Carpets of oth textile materials, of wovn pile construction, made up, nes;0;WTO ATC Annex;both
57025020;5702.59;Carpets of other textile materials, woven, not made up, nes;0;WTO ATC Annex;concordance
57025040;5702.59;Carpets of other textile materials, woven, not made up, nes;0;WTO ATC Annex;concordance
57025052;5702.59;Carpets of other textile materials, woven, not made up, nes;0;WTO ATC Annex;concordance
57025056;5702.59;Carpets of other textile materials, woven, not made up, nes;0;WTO ATC Annex;concordance
57025059;5702.59;Carpets of other textile materials, woven, not made up, nes;0;WTO ATC Annex;concordance
57029120;5702.91;Carpets of wool or fine animal hair, woven, made up, nes;0;WTO ATC Annex;both
57029130;5702.91;Carpets of wool or fine animal hair, woven, made up, nes;0;WTO ATC Annex;both
57029140;5702.91;Carpets of wool or fine animal hair, woven, made up, nes;0;WTO ATC Annex;both
57029210;5702.92;Carpets of man-made textile materials, woven, made up, nes;0;WTO ATC Annex;both
57029290;5702.92;Carpets of man-made textile materials, woven, made up, nes;0;WTO ATC Annex;both
57029905;5702.99;Carpets of other textile materials, woven, made up, nes;0;WTO ATC Annex;both
57029915;5702.99;Carpets of other textile materials, woven, made up, nes;0;WTO ATC Annex;both
57029920;5702.99;Carpets of other textile materials, woven, made up, nes;0;WTO ATC Annex;both
57031020;5703.10;Carpets of wool or fine animal hair, tufted;0;WTO ATC Annex;both
57031080;5703.10;Carpets of wool or fine animal hair, tufted;0;WTO ATC Annex;both
57032100;5703.20;Carpets of nylon or other polyamides, tufted;0;WTO ATC Annex;concordance
57032910;5703.20;Carpets of nylon or other polyamides, tufted;0;WTO ATC Annex;concordance
57032920;5703.20;Carpets of nylon or other polyamides, tufted;0;WTO ATC Annex;concordance
57033100;5703.30;Carpets of other man-made textile materials, tufted;0;WTO ATC Annex;concordance
57033910;5703.30;Carpets of other man-made textile materials, tufted;0;WTO ATC Annex;concordance
57033920;5703.30;Carpets of other man-made textile materials, tufted;0;WTO ATC Annex;concordance
57039000;5703.90;Carpets of other textile materials, tufted;0;WTO ATC Annex;both
57041000;5704.10;Tiles of felt of textile materials, havg a max surface area of 0.3 m2;0;WTO ATC Annex;both
57042000;5704.90;Carpets of felt of textile materials, nes;0;WTO ATC Annex;concordance
57049001;5704.90;Carpets of felt of textile materials, nes;0;WTO ATC Annex;both
57050010;5705.00;Carpets and other textile floor coverings, nes;0;WTO ATC Annex;both
57050020;5705.00;Carpets and other textile floor coverings, nes;0;WTO ATC Annex;both
58011000;5801.10;Woven pile fabrics of wool/fine animal hair, other than terry&narrow fabrics;0;WTO ATC Annex;both
58012100;5801.21;Woven uncut weft pile fabrics of cotton, other than terry and narrow fabrics;0;WTO ATC Annex;both
58012210;5801.22;Cut corduroy fabrics of cotton, other than narrow fabrics;0;WTO ATC Annex;both
58012290;5801.22;Cut corduroy fabrics of cotton, other than narrow fabrics;0;WTO ATC Annex;both
58012300;5801.23;Woven weft pile fabrics of cotton, nes;0;WTO ATC Annex;both
58012600;5801.26;Chenille fabrics of cotton, other than narrow fabrics;0;WTO ATC Annex;both
58012710;5801.25;Woven warp pile fabrics of cotton, cut, other than terry and narrow fabrics;0;WTO ATC Annex;concordance
58012750;5801.25;Woven warp pile fabrics of cotton, cut, other than terry and narrow fabrics;0;WTO ATC Annex;concordance
58013100;5801.31;Woven uncut weft pile fabrics of manmade fibres, other than terry&narrow fab.;0;WTO ATC Annex;both
58013200;5801.32;Cut corduroy fabrics of man-made fibres, other than narrow fabrics;0;WTO ATC Annex;both
58013300;5801.33;Woven weft pile fabrics of man-made fibres, nes;0;WTO ATC Annex;both
58013600;5801.36;Chenille fabrics of man-made fibres, other than narrow fabrics;0;WTO ATC Annex;both
58013710;5801.35;Woven warp pile fabrics of man-made fib, cut, other than terry & narrow fabrics;0;WTO ATC Annex;concordance
58013750;5801.35;Woven warp pile fabrics of man-made fib, cut, other than terry & narrow fabrics;0;WTO ATC Annex;concordance
58019010;5801.90;Woven pile fab&chenille fab of other tex mat, other than terry&narrow fabrics;0;WTO ATC Annex;both
58019020;5801.90;Woven pile fab&chenille fab of other tex mat, other than terry&narrow fabrics;0;WTO ATC Annex;both
58021010;5802.19;Terry towellg&similar woven terry fab of cotton, other than unbl&other than nar fab;0;WTO ATC Annex;concordance
58021090;5802.19;Terry towellg&similar woven terry fab of cotton, other than unbl&other than nar fab;0;WTO ATC Annex;concordance
58022000;5802.20;Terry towellg&sim woven terry fab of oth tex mat, other than narrow fabrics;0;WTO ATC Annex;both
58023000;5802.30;Tufted textile fabrics, other than products of heading No 57.03;0;WTO ATC Annex;both
58030010;5803.90;Gauze of other textile material, other than narrow fabrics;0;WTO ATC Annex;concordance
58030020;5803.90;Gauze of other textile material, other than narrow fabrics;0;WTO ATC Annex;concordance
58030030;5803.90;Gauze of other textile material, other than narrow fabrics;0;WTO ATC Annex;concordance
58030040;5803.90;Gauze of other textile material, other than narrow fabrics;0;WTO ATC Annex;concordance
58030050;5803.90;Gauze of other textile material, other than narrow fabrics;0;WTO ATC Annex;concordance
58030090;5803.90;Gauze of other textile material, other than narrow fabrics;0;WTO ATC Annex;concordance
58041010;5804.10;Tulles & other net fabrics, not incl woven, knitted or crocheted fabrics;0;WTO ATC Annex;both
58041090;5804.10;Tulles & other net fabrics, not incl woven, knitted or crocheted fabrics;0;WTO ATC Annex;both
58042100;5804.21;Mechanically made lace of man-made fib, in the piece, in strips/motifs;0;WTO ATC Annex;both
58042910;5804.29;Mechanically made lace of oth tex mat, in the piece, in strips/in motifs;0;WTO ATC Annex;both
58042990;5804.29;Mechanically made lace of oth tex mat, in the piece, in strips/in motifs;0;WTO ATC Annex;both
58043000;5804.30;Hand-made lace, in the piece, in strips or in motifs;0;WTO ATC Annex;both
58050010;5805.00;Hand-woven tapestries & needle-worked tapestries, whether or not made up;0;WTO ATC Annex;both
58050020;5805.00;Hand-woven tapestries & needle-worked tapestries, whether or not made up;0;WTO ATC Annex;both
58050025;5805.00;Hand-woven tapestries & needle-worked tapestries, whether or not made up;0;WTO ATC Annex;both
58050030;5805.00;Hand-woven tapestries & needle-worked tapestries, whether or not made up;0;WTO ATC Annex;both
58050040;5805.00;Hand-woven tapestries & needle-worked tapestries, whether or not made up;0;WTO ATC Annex;both
58061010;5806.10;Narrow woven pile fabrics and narrow chenille fabrics;0;WTO ATC Annex;both
58061024;5806.10;Narrow woven pile fabrics and narrow chenille fabrics;0;WTO ATC Annex;both
58061028;5806.10;Narrow woven pile fabrics and narrow chenille fabrics;0;WTO ATC Annex;both
58061030;5806.10;Narrow woven pile fabrics and narrow chenille fabrics;0;WTO ATC Annex;both
58062000;5806.20;Narrow woven fab, cntg by wt>/=5% elastomeric yarn/rubber thread nes;0;WTO ATC Annex;both
58063100;5806.31;Narrow woven fabrics of cotton, nes;0;WTO ATC Annex;both
58063210;5806.32;Narrow woven fabrics of man-made fibres, nes;0;WTO ATC Annex;both
58063220;5806.32;Narrow woven fabrics of man-made fibres, nes;0;WTO ATC Annex;both
58063910;5806.39;Narrow woven fabrics of other textile materials, nes;0;WTO ATC Annex;both
58063920;5806.39;Narrow woven fabrics of other textile materials, nes;0;WTO ATC Annex;both
58063930;5806.39;Narrow woven fabrics of other textile materials, nes;0;WTO ATC Annex;both
58064000;5806.40;Fabrics consisting of warp w/o weft assembled by means of an adhesive;0;WTO ATC Annex;both
58071005;5807.10;Labels, badges and similar woven articles of textile materials;0;WTO ATC Annex;both
58071015;5807.10;Labels, badges and similar woven articles of textile materials;0;WTO ATC Annex;both
58071020;5807.10;Labels, badges and similar woven articles of textile materials;0;WTO ATC Annex;both
58079005;5807.90;Labels, badges and similar articles, not woven, of textile materials, nes;0;WTO ATC Annex;both
58079015;5807.90;Labels, badges and similar articles, not woven, of textile materials, nes;0;WTO ATC Annex;both
58079020;5807.90;Labels, badges and similar articles, not woven, of textile materials, nes;0;WTO ATC Annex;both
58081010;5808.10;Braids in the piece;0;WTO ATC Annex;both
58081040;5808.10;Braids in the piece;0;WTO ATC Annex;both
58081050;5808.10;Braids in the piece;0;WTO ATC Annex;both
58081070;5808.10;Braids in the piece;0;WTO ATC Annex;both
58081090;5808.10;Braids in the piece;0;WTO ATC Annex;both
58089000;5808.90;"Ornamental trimmings in the piece, other than knit; tassels, pompons & similar art";0;WTO ATC Annex;both
58090000;5809.00;Woven fabrics of metal thread/of metallisd yarn, for apparel, etc, nes;0;WTO ATC Annex;both
58101000;5810.10;Embroidery without visible ground, in the piece, in strips or in motifs;0;WTO ATC Annex;both
58109100;5810.91;Embroidery of cotton, in the piece, in strips or in motifs, nes;0;WTO ATC Annex;both
58109210;5810.92;Embroidery of man-made fibres, in the piece, in strips or in motifs, nes;0;WTO ATC Annex;both
58109290;5810.92;Embroidery of man-made fibres, in the piece, in strips or in motifs, nes;0;WTO ATC Annex;both
58109910;5810.99;Embroidery of oth textile materials, in the piece, in strips/motifs, nes;0;WTO ATC Annex;both
58109990;5810.99;Embroidery of oth textile materials, in the piece, in strips/motifs, nes;0;WTO ATC Annex;both
58110010;5811.00;Quilted textile products in the piece;0;WTO ATC Annex;both
58110020;5811.00;Quilted textile products in the piece;0;WTO ATC Annex;both
58110030;5811.00;Quilted textile products in the piece;0;WTO ATC Annex;both
58110040;5811.00;Quilted textile products in the piece;0;WTO ATC Annex;both
59011010;5901.10;Textile fabrics coatd with gum, of a kind usd for outer covers of books;0;WTO ATC Annex;both
59011020;5901.10;Textile fabrics coatd with gum, of a kind usd for outer covers of books;0;WTO ATC Annex;both
59019020;5901.90;"Tracg cloth; prepared paintg canvas; stiffened textile fab; for hats etc";0;WTO ATC Annex;both
59019040;5901.90;"Tracg cloth; prepared paintg canvas; stiffened textile fab; for hats etc";0;WTO ATC Annex;both
59021000;5902.10;Tire cord fabric made of nylon or other polyamides high tenacity yarns;0;WTO ATC Annex;both
59022000;5902.20;Tire cord fabric made of polyester high tenacity yarns;0;WTO ATC Annex;both
59029000;5902.90;Tire cord fabric made of viscose rayon high tenacity yarns;0;WTO ATC Annex;both
59031010;5903.10;Textile fab impregnatd, ctd, cov, or laminatd w polyvinyl chloride, nes;0;WTO ATC Annex;both
59031015;5903.10;Textile fab impregnatd, ctd, cov, or laminatd w polyvinyl chloride, nes;0;WTO ATC Annex;both
59031018;5903.10;Textile fab impregnatd, ctd, cov, or laminatd w polyvinyl chloride, nes;0;WTO ATC Annex;both
59031020;5903.10;Textile fab impregnatd, ctd, cov, or laminatd w polyvinyl chloride, nes;0;WTO ATC Annex;both
59031025;5903.10;Textile fab impregnatd, ctd, cov, or laminatd w polyvinyl chloride, nes;0;WTO ATC Annex;both
59031030;5903.10;Textile fab impregnatd, ctd, cov, or laminatd w polyvinyl chloride, nes;0;WTO ATC Annex;both
59032010;5903.20;Textile fabrics impregnated, ctd, cov, or laminated with polyurethane, nes;0;WTO ATC Annex;both
59032015;5903.20;Textile fabrics impregnated, ctd, cov, or laminated with polyurethane, nes;0;WTO ATC Annex;both
59032018;5903.20;Textile fabrics impregnated, ctd, cov, or laminated with polyurethane, nes;0;WTO ATC Annex;both
59032020;5903.20;Textile fabrics impregnated, ctd, cov, or laminated with polyurethane, nes;0;WTO ATC Annex;both
59032025;5903.20;Textile fabrics impregnated, ctd, cov, or laminated with polyurethane, nes;0;WTO ATC Annex;both
59032030;5903.20;Textile fabrics impregnated, ctd, cov, or laminated with polyurethane, nes;0;WTO ATC Annex;both
59039010;5903.90;Textile fabrics impregnated, ctd, cov, or laminated with plastics, nes;0;WTO ATC Annex;both
59039015;5903.90;Textile fabrics impregnated, ctd, cov, or laminated with plastics, nes;0;WTO ATC Annex;both
59039018;5903.90;Textile fabrics impregnated, ctd, cov, or laminated with plastics, nes;0;WTO ATC Annex;both
59039020;5903.90;Textile fabrics impregnated, ctd, cov, or laminated with plastics, nes;0;WTO ATC Annex;both
59039025;5903.90;Textile fabrics impregnated, ctd, cov, or laminated with plastics, nes;0;WTO ATC Annex;both
59039030;5903.90;Textile fabrics impregnated, ctd, cov, or laminated with plastics, nes;0;WTO ATC Annex;both
59041000;5904.10;Lineoleum, whether or not cut to shape;0;WTO ATC Annex;both
59049010;5904.92;Floor coverings, other than linoleum, with other textile base;0;WTO ATC Annex;concordance
59049090;5904.92;Floor coverings, other than linoleum, with other textile base;0;WTO ATC Annex;concordance
59050010;5905.00;Textile wall coverings;0;WTO ATC Annex;both
59050090;5905.00;Textile wall coverings;0;WTO ATC Annex;both
59061000;5906.10;Rubberised textile adhesive tape of a width not exceeding 20 cm;0;WTO ATC Annex;both
59069110;5906.91;Rubberised textile knitted or crocheted fabrics, nes;0;WTO ATC Annex;both
59069120;5906.91;Rubberised textile knitted or crocheted fabrics, nes;0;WTO ATC Annex;both
59069125;5906.91;Rubberised textile knitted or crocheted fabrics, nes;0;WTO ATC Annex;both
59069130;5906.91;Rubberised textile knitted or crocheted fabrics, nes;0;WTO ATC Annex;both
59069910;5906.99;Rubberised textile fabrics, nes;0;WTO ATC Annex;both
59069920;5906.99;Rubberised textile fabrics, nes;0;WTO ATC Annex;both
59069925;5906.99;Rubberised textile fabrics, nes;0;WTO ATC Annex;both
59069930;5906.99;Rubberised textile fabrics, nes;0;WTO ATC Annex;both
59070005;5907.00;"Textile fab impreg, ctd, cov nes; paintd canvas (e.g.threatrical scenery)";0;WTO ATC Annex;both
59070015;5907.00;"Textile fab impreg, ctd, cov nes; paintd canvas (e.g.threatrical scenery)";0;WTO ATC Annex;both
