hs_8digit;hs_92_origin;description;excluded;source;mapping_method
62079970;6207.99;Mens/boys bathrobes, dressg gowns, etc of oth textile materials, not knit;0;WTO ATC Annex;both
62079975;6207.99;Mens/boys bathrobes, dressg gowns, etc of oth textile materials, not knit;0;WTO ATC Annex;both
62079985;6207.99;Mens/boys bathrobes, dressg gowns, etc of oth textile materials, not knit;0;WTO ATC Annex;both
62079990;6207.99;Mens/boys bathrobes, dressg gowns, etc of oth textile materials, not knit;0;WTO ATC Annex;both
62081100;6208.11;Womens/girls slips and petticoats, of man-made fibres, not knitted;0;WTO ATC Annex;both
62081920;6208.19;Womens/girls slips & petticoats, of other textile materials, not knitted;0;WTO ATC Annex;both
62081950;6208.19;Womens/girls slips & petticoats, of other textile materials, not knitted;0;WTO ATC Annex;both
62081990;6208.19;Womens/girls slips & petticoats, of other textile materials, not knitted;0;WTO ATC Annex;both
62082100;6208.21;Womens/girls nightdresses and pyjamas, of cotton, not knitted;0;WTO ATC Annex;both
62082200;6208.22;Womens/girls nightdresses and pyjamas, of man-made fibres, not knitted;0;WTO ATC Annex;both
62082910;6208.29;Womens/girls nightdresses & pyjamas, of oth textile materials, not knitted;0;WTO ATC Annex;both
62082990;6208.29;Womens/girls nightdresses & pyjamas, of oth textile materials, not knitted;0;WTO ATC Annex;both
62089110;6208.91;Womens/girls panties, bathrobes, etc, of cotton, not knitted;0;WTO ATC Annex;both
62089130;6208.91;Womens/girls panties, bathrobes, etc, of cotton, not knitted;0;WTO ATC Annex;both
62089200;6208.92;Womens/girls panties, bathrobes, etc, of man-made fibres, not knitted;0;WTO ATC Annex;both
62089920;6208.99;Womens/girls panties, bathrobes, etc, of oth textile materials, not knittd;0;WTO ATC Annex;both
62089930;6208.99;Womens/girls panties, bathrobes, etc, of oth textile materials, not knittd;0;WTO ATC Annex;both
62089950;6208.99;Womens/girls panties, bathrobes, etc, of oth textile materials, not knittd;0;WTO ATC Annex;both
62089980;6208.99;Womens/girls panties, bathrobes, etc, of oth textile materials, not knittd;0;WTO ATC Annex;both
62092010;6209.20;Babies garments and clothing accessories of cotton, not knitted;0;WTO ATC Annex;both
62092020;6209.20;Babies garments and clothing accessories of cotton, not knitted;0;WTO ATC Annex;both
62092030;6209.20;Babies garments and clothing accessories of cotton, not knitted;0;WTO ATC Annex;both
62092050;6209.20;Babies garments and clothing accessories of cotton, not knitted;0;WTO ATC Annex;both
62093010;6209.30;Babies garments & clothing accessories of synthetic fibres, not knitted;0;WTO ATC Annex;both
62093020;6209.30;Babies garments & clothing accessories of synthetic fibres, not knitted;0;WTO ATC Annex;both
62093030;6209.30;Babies garments & clothing accessories of synthetic fibres, not knitted;0;WTO ATC Annex;both
62099005;6209.90;Babies garments & clothg accessories of oth textile materials, not knittd;0;WTO ATC Annex;prefix_match
62099010;6209.90;Babies garments & clothg accessories of oth textile materials, not knittd;0;WTO ATC Annex;prefix_match
62099020;6209.90;Babies garments & clothg accessories of oth textile materials, not knittd;0;WTO ATC Annex;prefix_match
62099030;6209.90;Babies garments & clothg accessories of oth textile materials, not knittd;0;WTO ATC Annex;prefix_match
62099050;6209.90;Babies garments & clothg accessories of oth textile materials, not knittd;0;WTO ATC Annex;prefix_match
62099090;6209.90;Babies garments & clothg accessories of oth textile materials, not knittd;0;WTO ATC Annex;prefix_match
62101020;6210.10;Garments made up of textile felts and of nonwoven textile fabrics;0;WTO ATC Annex;both
62101050;6210.10;Garments made up of textile felts and of nonwoven textile fabrics;0;WTO ATC Annex;both
62101070;6210.10;Garments made up of textile felts and of nonwoven textile fabrics;0;WTO ATC Annex;both
62101090;6210.10;Garments made up of textile felts and of nonwoven textile fabrics;0;WTO ATC Annex;both
62102030;6210.20;Mens/boys overcoats & similar articles of impreg, ctd, cov etc, tex wov fab;0;WTO ATC Annex;both
62102050;6210.20;Mens/boys overcoats & similar articles of impreg, ctd, cov etc, tex wov fab;0;WTO ATC Annex;both
62102070;6210.20;Mens/boys overcoats & similar articles of impreg, ctd, cov etc, tex wov fab;0;WTO ATC Annex;both
62102090;6210.20;Mens/boys overcoats & similar articles of impreg, ctd, cov etc, tex wov fab;0;WTO ATC Annex;both
62103030;6210.30;Womens/girls overcoats & sim articles, of impreg, ctd, etc, tex wov fab;0;WTO ATC Annex;both
62103050;6210.30;Womens/girls overcoats & sim articles, of impreg, ctd, etc, tex wov fab;0;WTO ATC Annex;both
62103070;6210.30;Womens/girls overcoats & sim articles, of impreg, ctd, etc, tex wov fab;0;WTO ATC Annex;both
62103090;6210.30;Womens/girls overcoats & sim articles, of impreg, ctd, etc, tex wov fab;0;WTO ATC Annex;both
62104015;6210.40;Mens/boys garments nes, made up of impreg, ctd, cov, etc, textile woven fab;0;WTO ATC Annex;both
62104025;6210.40;Mens/boys garments nes, made up of impreg, ctd, cov, etc, textile woven fab;0;WTO ATC Annex;both
62104028;6210.40;Mens/boys garments nes, made up of impreg, ctd, cov, etc, textile woven fab;0;WTO ATC Annex;both
62104029;6210.40;Mens/boys garments nes, made up of impreg, ctd, cov, etc, textile woven fab;0;WTO ATC Annex;both
62104035;6210.40;Mens/boys garments nes, made up of impreg, ctd, cov, etc, textile woven fab;0;WTO ATC Annex;both
62104055;6210.40;Mens/boys garments nes, made up of impreg, ctd, cov, etc, textile woven fab;0;WTO ATC Annex;both
62104075;6210.40;Mens/boys garments nes, made up of impreg, ctd, cov, etc, textile woven fab;0;WTO ATC Annex;both
62104080;6210.40;Mens/boys garments nes, made up of impreg, ctd, cov, etc, textile woven fab;0;WTO ATC Annex;both
62105003;6210.50;Womens/girls garments nes, of impregnatd, ctd, cov, etc, textile woven fab;0;WTO ATC Annex;both
62105005;6210.50;Womens/girls garments nes, of impregnatd, ctd, cov, etc, textile woven fab;0;WTO ATC Annex;both
62105012;6210.50;Womens/girls garments nes, of impregnatd, ctd, cov, etc, textile woven fab;0;WTO ATC Annex;both
62105022;6210.50;Womens/girls garments nes, of impregnatd, ctd, cov, etc, textile woven fab;0;WTO ATC Annex;both
62105035;6210.50;Womens/girls garments nes, of impregnatd, ctd, cov, etc, textile woven fab;0;WTO ATC Annex;both
62105055;6210.50;Womens/girls garments nes, of impregnatd, ctd, cov, etc, textile woven fab;0;WTO ATC Annex;both
62105075;6210.50;Womens/girls garments nes, of impregnatd, ctd, cov, etc, textile woven fab;0;WTO ATC Annex;both
62105080;6210.50;Womens/girls garments nes, of impregnatd, ctd, cov, etc, textile woven fab;0;WTO ATC Annex;both
62111110;6211.11;Mens/boys swimwear, of textile materials not knitted;0;WTO ATC Annex;both
62111140;6211.11;Mens/boys swimwear, of textile materials not knitted;0;WTO ATC Annex;both
62111180;6211.11;Mens/boys swimwear, of textile materials not knitted;0;WTO ATC Annex;both
62111210;6211.12;Womens/girls swimwear, of textile materials, not knitted;0;WTO ATC Annex;both
62111240;6211.12;Womens/girls swimwear, of textile materials, not knitted;0;WTO ATC Annex;both
62111280;6211.12;Womens/girls swimwear, of textile materials, not knitted;0;WTO ATC Annex;both
62112004;6211.20;Ski suits, of textile materials, not knitted;0;WTO ATC Annex;both
62112008;6211.20;Ski suits, of textile materials, not knitted;0;WTO ATC Annex;both
62112015;6211.20;Ski suits, of textile materials, not knitted;0;WTO ATC Annex;both
62112024;6211.20;Ski suits, of textile materials, not knitted;0;WTO ATC Annex;both
62112028;6211.20;Ski suits, of textile materials, not knitted;0;WTO ATC Annex;both
62112034;6211.20;Ski suits, of textile materials, not knitted;0;WTO ATC Annex;both
62112038;6211.20;Ski suits, of textile materials, not knitted;0;WTO ATC Annex;both
62112044;6211.20;Ski suits, of textile materials, not knitted;0;WTO ATC Annex;both
62112048;6211.20;Ski suits, of textile materials, not knitted;0;WTO ATC Annex;both
62112054;6211.20;Ski suits, of textile materials, not knitted;0;WTO ATC Annex;both
62112058;6211.20;Ski suits, of textile materials, not knitted;0;WTO ATC Annex;both
62112064;6211.20;Ski suits, of textile materials, not knitted;0;WTO ATC Annex;both
62112068;6211.20;Ski suits, of textile materials, not knitted;0;WTO ATC Annex;both
62112074;6211.20;Ski suits, of textile materials, not knitted;0;WTO ATC Annex;both
62112078;6211.20;Ski suits, of textile materials, not knitted;0;WTO ATC Annex;both
62113250;6211.32;Mens/boys garments nes, of cotton, not knitted;0;WTO ATC Annex;both
62113290;6211.32;Mens/boys garments nes, of cotton, not knitted;0;WTO ATC Annex;both
62113350;6211.33;Mens/boys garments nes, of man-made fibres, not knitted;0;WTO ATC Annex;both
62113390;6211.33;Mens/boys garments nes, of man-made fibres, not knitted;0;WTO ATC Annex;both
62113903;6211.39;Mens/boys garments nes, of other textile materials, not knitted;0;WTO ATC Annex;both
62113907;6211.39;Mens/boys garments nes, of other textile materials, not knitted;0;WTO ATC Annex;both
62113915;6211.39;Mens/boys garments nes, of other textile materials, not knitted;0;WTO ATC Annex;both
62113930;6211.39;Mens/boys garments nes, of other textile materials, not knitted;0;WTO ATC Annex;both
62113960;6211.39;Mens/boys garments nes, of other textile materials, not knitted;0;WTO ATC Annex;both
62113980;6211.39;Mens/boys garments nes, of other textile materials, not knitted;0;WTO ATC Annex;both
62114205;6211.42;Womens/girls garments nes, of cotton, not knitted;0;WTO ATC Annex;both
62114210;6211.42;Womens/girls garments nes, of cotton, not knitted;0;WTO ATC Annex;both
62114305;6211.43;Womens/girls garments nes, of man-made fibres, not knitted;0;WTO ATC Annex;both
62114310;6211.43;Womens/girls garments nes, of man-made fibres, not knitted;0;WTO ATC Annex;both
62114903;6211.49;Womens/girls garments nes, of other textile materials, not knitted;0;WTO ATC Annex;both
62114915;6211.49;Womens/girls garments nes, of other textile materials, not knitted;0;WTO ATC Annex;both
62114925;6211.49;Womens/girls garments nes, of other textile materials, not knitted;0;WTO ATC Annex;both
62114950;6211.49;Womens/girls garments nes, of other textile materials, not knitted;0;WTO ATC Annex;both
62114960;6211.49;Womens/girls garments nes, of other textile materials, not knitted;0;WTO ATC Annex;both
62114980;6211.49;Womens/girls garments nes, of other textile materials, not knitted;0;WTO ATC Annex;both
62121030;6212.10;Brassieres and parts thereof, of textile materials;0;WTO ATC Annex;both
62121050;6212.10;Brassieres and parts thereof, of textile materials;0;WTO ATC Annex;both
62121070;6212.10;Brassieres and parts thereof, of textile materials;0;WTO ATC Annex;both
62121090;6212.10;Brassieres and parts thereof, of textile materials;0;WTO ATC Annex;both
62122000;6212.20;Girdles, panty girdles and parts thereof, of textile materials;0;WTO ATC Annex;both
62123000;6212.30;Corselettes and parts thereof, of textile materials;0;WTO ATC Annex;both
62129000;6212.90;Corsets, braces & similar articles & parts thereof, of textile materials;0;WTO ATC Annex;both
62132010;6213.20;Handkerchiefs, of cotton, not knitted;0;WTO ATC Annex;both
62132020;6213.20;Handkerchiefs, of cotton, not knitted;0;WTO ATC Annex;both
62139005;6213.90;Handkerchiefs, of other textile materials, not knitted;0;WTO ATC Annex;both
62139007;6213.90;Handkerchiefs, of other textile materials, not knitted;0;WTO ATC Annex;both
62139010;6213.90;Handkerchiefs, of other textile materials, not knitted;0;WTO ATC Annex;both
62139020;6213.90;Handkerchiefs, of other textile materials, not knitted;0;WTO ATC Annex;both
62141010;6214.10;Shawls, scarves, veils and the like, of silk or silk waste, not knitted;0;WTO ATC Annex;both
62141020;6214.10;Shawls, scarves, veils and the like, of silk or silk waste, not knitted;0;WTO ATC Annex;both
62142000;6214.20;Shawls, scarves, veils & the like, of wool or fine animal hair, not knitted;0;WTO ATC Annex;both
62143000;6214.30;Shawls, scarves, veils and the like, of synthetic fibres, not knitted;0;WTO ATC Annex;both
62144000;6214.40;Shawls, scarves, veils and the like, of artificial fibres, not knitted;0;WTO ATC Annex;both
62149000;6214.90;Shawls, scarves, veils & the like, of other textile materials, not knitted;0;WTO ATC Annex;both
62151000;6215.10;Ties, bow ties and cravats, of silk or silk waste, not knitted;0;WTO ATC Annex;both
62152000;6215.20;Ties, bow ties and cravats, of man-made fibres, not knitted;0;WTO ATC Annex;both
62159000;6215.90;Ties, bow ties and cravats, of other textile materials, not knitted;0;WTO ATC Annex;both
62160005;6216.00;Gloves, mittens and mitts, of textile materials, not knitted;0;WTO ATC Annex;both
62160008;6216.00;Gloves, mittens and mitts, of textile materials, not knitted;0;WTO ATC Annex;both
62160013;6216.00;Gloves, mittens and mitts, of textile materials, not knitted;0;WTO ATC Annex;both
62160017;6216.00;Gloves, mittens and mitts, of textile materials, not knitted;0;WTO ATC Annex;both
62160019;6216.00;Gloves, mittens and mitts, of textile materials, not knitted;0;WTO ATC Annex;both
62160021;6216.00;Gloves, mittens and mitts, of textile materials, not knitted;0;WTO ATC Annex;both
62160024;6216.00;Gloves, mittens and mitts, of textile materials, not knitted;0;WTO ATC Annex;both
62160026;6216.00;Gloves, mittens and mitts, of textile materials, not knitted;0;WTO ATC Annex;both
62160029;6216.00;Gloves, mittens and mitts, of textile materials, not knitted;0;WTO ATC Annex;both
62160031;6216.00;Gloves, mittens and mitts, of textile materials, not knitted;0;WTO ATC Annex;both
62160033;6216.00;Gloves, mittens and mitts, of textile materials, not knitted;0;WTO ATC Annex;both
62160035;6216.00;Gloves, mittens and mitts, of textile materials, not knitted;0;WTO ATC Annex;both
62160038;6216.00;Gloves, mittens and mitts, of textile materials, not knitted;0;WTO ATC Annex;both
62160041;6216.00;Gloves, mittens and mitts, of textile materials, not knitted;0;WTO ATC Annex;both
62160043;6216.00;Gloves, mittens and mitts, of textile materials, not knitted;0;WTO ATC Annex;both
62160046;6216.00;Gloves, mittens and mitts, of textile materials, not knitted;0;WTO ATC Annex;both
62160054;6216.00;Gloves, mittens and mitts, of textile materials, not knitted;0;WTO ATC Annex;both
62160058;6216.00;Gloves, mittens and mitts, of textile materials, not knitted;0;WTO ATC Annex;both
62160080;6216.00;Gloves, mittens and mitts, of textile materials, not knitted;0;WTO ATC Annex;both
62160090;6216.00;Gloves, mittens and mitts, of textile materials, not knitted;0;WTO ATC Annex;both
62171010;6217.10;Clothing accessories nes, of textile materials, not knitted;0;WTO ATC Annex;both
62171085;6217.10;Clothing accessories nes, of textile materials, not knitted;0;WTO ATC Annex;both
62171095;6217.10;Clothing accessories nes, of textile materials, not knitted;0;WTO ATC Annex;both
62179010;6217.90;Parts of garments or of clothg accessories nes, of tex mat, not knittd.;0;WTO ATC Annex;both
62179090;6217.90;Parts of garments or of clothg accessories nes, of tex mat, not knittd.;0;WTO ATC Annex;both
63011000;6301.10;Electric blankets, of textile materials;0;WTO ATC Annex;both
63012000;6301.20;Blankets (other than electric) & travelling rugs, of wool or fine animal hair;0;WTO ATC Annex;both
63013000;6301.30;Blankets (other than electric) and travelling rugs, of cotton;0;WTO ATC Annex;both
63014000;6301.40;Blankets (other than electric) and travelling rugs, of synthetic fibres;0;WTO ATC Annex;both
63019000;6301.90;Blankets (other than electric) and travelling rugs, of other textile materials;0;WTO ATC Annex;both
63021000;6302.10;Bed linen, of textile knitted or crocheted materials;0;WTO ATC Annex;both
63022130;6302.21;Bed linen, of cotton, printed, not knitted;0;WTO ATC Annex;both
63022150;6302.21;Bed linen, of cotton, printed, not knitted;0;WTO ATC Annex;both
63022170;6302.21;Bed linen, of cotton, printed, not knitted;0;WTO ATC Annex;both
63022190;6302.21;Bed linen, of cotton, printed, not knitted;0;WTO ATC Annex;both
63022210;6302.22;Bed linen, of man-made fibres, printed, not knitted;0;WTO ATC Annex;both
63022220;6302.22;Bed linen, of man-made fibres, printed, not knitted;0;WTO ATC Annex;both
63022900;6302.29;Bed linen, of other textile materials, printed, not knitted;0;WTO ATC Annex;both
63023130;6302.31;Bed linen, of cotton, nes;0;WTO ATC Annex;both
63023150;6302.31;Bed linen, of cotton, nes;0;WTO ATC Annex;both
63023170;6302.31;Bed linen, of cotton, nes;0;WTO ATC Annex;both
63023190;6302.31;Bed linen, of cotton, nes;0;WTO ATC Annex;both
63023210;6302.32;Bed linen, of man-made fibres, nes;0;WTO ATC Annex;both
63023220;6302.32;Bed linen, of man-made fibres, nes;0;WTO ATC Annex;both
63023900;6302.39;Bed linen, of other textile materials, nes;0;WTO ATC Annex;both
63024010;6302.40;Table linen, of textile knitted or crocheted materials;0;WTO ATC Annex;both
63024020;6302.40;Table linen, of textile knitted or crocheted materials;0;WTO ATC Annex;both
63025110;6302.51;Table linen, of cotton, not knitted;0;WTO ATC Annex;both
63025120;6302.51;Table linen, of cotton, not knitted;0;WTO ATC Annex;both
63025130;6302.51;Table linen, of cotton, not knitted;0;WTO ATC Annex;both
63025140;6302.51;Table linen, of cotton, not knitted;0;WTO ATC Annex;both
63025300;6302.53;Table linen, of man-made fibres, not knitted;0;WTO ATC Annex;both
63025910;6302.59;Table linen, of other textile materials, not knitted;0;WTO ATC Annex;both
63025920;6302.59;Table linen, of other textile materials, not knitted;0;WTO ATC Annex;both
63025930;6302.59;Table linen, of other textile materials, not knitted;0;WTO ATC Annex;both
63026000;6302.60;Toilet & kitchen linen, of terry towellg or similar terry fab, of cotton;0;WTO ATC Annex;both
63029100;6302.91;Toilet and kitchen linen, of cotton, nes;0;WTO ATC Annex;both
63029310;6302.93;Toilet and kitchen linen, of man-made fibres;0;WTO ATC Annex;both
63029320;6302.93;Toilet and kitchen linen, of man-made fibres;0;WTO ATC Annex;both
63029910;6302.99;Toilet and kitchen linen, of other textile materials;0;WTO ATC Annex;both
63029915;6302.99;Toilet and kitchen linen, of other textile materials;0;WTO ATC Annex;both
63029920;6302.99;Toilet and kitchen linen, of other textile materials;0;WTO ATC Annex;both
63031200;6303.12;Curtains, drapes, interior blinds & curtain/bd valances, of syn fib, knittd;0;WTO ATC Annex;both
63031911;6303.19;Curtains, drapes, interior blinds & curtain/bd valances, oth tex mat, knit;0;WTO ATC Annex;both
63031921;6303.19;Curtains, drapes, interior blinds & curtain/bd valances, oth tex mat, knit;0;WTO ATC Annex;both
63039100;6303.91;Curtains/drapes/interior blinds & curtain/bd valances, of cotton, not knit;0;WTO ATC Annex;both
63039210;6303.92;Curtains/drapes/interior blinds curtain/bd valances, of syn fib, nt knit;0;WTO ATC Annex;both
63039220;6303.92;Curtains/drapes/interior blinds curtain/bd valances, of syn fib, nt knit;0;WTO ATC Annex;both
63039900;6303.99;Curtain/drape/interior blind curtain/bd valance, of oth tex mat, nt knit;0;WTO ATC Annex;both
63041110;6304.11;Bedspreads of textile materials, nes, knitted or crocheted;0;WTO ATC Annex;both
63041120;6304.11;Bedspreads of textile materials, nes, knitted or crocheted;0;WTO ATC Annex;both
63041130;6304.11;Bedspreads of textile materials, nes, knitted or crocheted;0;WTO ATC Annex;both
63041905;6304.19;Bedspreads of textile materials, nes, not knitted or crocheted;0;WTO ATC Annex;both
63041910;6304.19;Bedspreads of textile materials, nes, not knitted or crocheted;0;WTO ATC Annex;both
63041915;6304.19;Bedspreads of textile materials, nes, not knitted or crocheted;0;WTO ATC Annex;both
63041920;6304.19;Bedspreads of textile materials, nes, not knitted or crocheted;0;WTO ATC Annex;both
63041930;6304.19;Bedspreads of textile materials, nes, not knitted or crocheted;0;WTO ATC Annex;both
63042000;6304.91;Furnishing articles nes, of textile materials, knitted or crocheted;0;WTO ATC Annex;concordance
63049101;6304.91;Furnishing articles nes, of textile materials, knitted or crocheted;0;WTO ATC Annex;both
63049200;6304.92;Furnishing articles nes, of cotton, not knitted or crocheted;0;WTO ATC Annex;both
63049300;6304.93;Furnishing articles nes, of synthetic fibres, not knitted or crocheted;0;WTO ATC Annex;both
63049910;6304.99;Furnishg articles nes, of oth textile materials, not knittd o crochetd;0;WTO ATC Annex;both
63049915;6304.99;Furnishg articles nes, of oth textile materials, not knittd o crochetd;0;WTO ATC Annex;both
63049925;6304.99;Furnishg articles nes, of oth textile materials, not knittd o crochetd;0;WTO ATC Annex;both
63049935;6304.99;Furnishg articles nes, of oth textile materials, not knittd o crochetd;0;WTO ATC Annex;both
63049940;6304.99;Furnishg articles nes, of oth textile materials, not knittd o crochetd;0;WTO ATC Annex;both
63049960;6304.99;Furnishg articles nes, of oth textile materials, not knittd o crochetd;0;WTO ATC Annex;both
63051000;6305.10;Sacks & bags, for packg of goods, of jute or of other textile bast fibres;0;WTO ATC Annex;both
63052000;6305.20;Sacks and bags, for packing of goods, of cotton;0;WTO ATC Annex;both
63053300;6305.31;Sacks & bags, for packg of goods, of polyethylene or polypropylene strips;0;WTO ATC Annex;concordance
63053900;6305.39;Sacks & bags, for packing of goods, of other man-made textile materials;0;WTO ATC Annex;both
63059000;6305.90;Sacks and bags, for packing of goods, of other textile materials;0;WTO ATC Annex;both
63061200;6306.12;Tarpaulins, awnings and sunblinds, of synthetic fibres;0;WTO ATC Annex;both
63061911;6306.19;Tarpaulins, awnings and sunblinds, of other textile materials;0;WTO ATC Annex;both
63061921;6306.19;Tarpaulins, awnings and sunblinds, of other textile materials;0;WTO ATC Annex;both
63062210;6306.22;Tents, of synthetic fibres;0;WTO ATC Annex;both
63062290;6306.22;Tents, of synthetic fibres;0;WTO ATC Annex;both
63062911;6306.29;Tents, of other textile materials;0;WTO ATC Annex;both
63062921;6306.29;Tents, of other textile materials;0;WTO ATC Annex;both
63063000;6306.39;Sails, of other textile materials;0;WTO ATC Annex;concordance
63064041;6306.49;Pneumatic mattresses, of other textile materials;0;WTO ATC Annex;concordance
63064049;6306.49;Pneumatic mattresses, of other textile materials;0;WTO ATC Annex;concordance
63069010;6306.99;Camping goods nes, of other textile materials;0;WTO ATC Annex;concordance
63069050;6306.99;Camping goods nes, of other textile materials;0;WTO ATC Annex;concordance
63071010;6307.10;Floor-cloths, dish-cloths, dusters & similar cleaning cloths, of tex mat;0;WTO ATC Annex;both
63071020;6307.10;Floor-cloths, dish-cloths, dusters & similar cleaning cloths, of tex mat;0;WTO ATC Annex;both
63072000;6307.20;Life jackets and life belts, of textile materials;0;WTO ATC Annex;both
63079030;6307.90;Made up articles, of textile materials, nes, including dress patterns;0;WTO ATC Annex;both
63079040;6307.90;Made up articles, of textile materials, nes, including dress patterns;0;WTO ATC Annex;both
63079050;6307.90;Made up articles, of textile materials, nes, including dress patterns;0;WTO ATC Annex;both
63079060;6307.90;Made up articles, of textile materials, nes, including dress patterns;0;WTO ATC Annex;both
63079068;6307.90;Made up articles, of textile materials, nes, including dress patterns;0;WTO ATC Annex;both
63079072;6307.90;Made up articles, of textile materials, nes, including dress patterns;0;WTO ATC Annex;both
63079075;6307.90;Made up articles, of textile materials, nes, including dress patterns;0;WTO ATC Annex;both
63079085;6307.90;Made up articles, of textile materials, nes, including dress patterns;0;WTO ATC Annex;both
63079089;6307.90;Made up articles, of textile materials, nes, including dress patterns;0;WTO ATC Annex;both
63079098;6307.90;Made up articles, of textile materials, nes, including dress patterns;0;WTO ATC Annex;both
63080000;6308.00;Sets consistg of woven fab & yarn, for makg up into rugs, tapestries etc;0;WTO ATC Annex;both
63090000;6309.00;Worn clothing and other worn articles;0;WTO ATC Annex;both
65010030;6501.00;"Hat-forms, hat bodies and hoods of felt; plateaux and manchons of felt";1;WTO ATC Annex;both
65010060;6501.00;"Hat-forms, hat bodies and hoods of felt; plateaux and manchons of felt";1;WTO ATC Annex;both
65010090;6501.00;"Hat-forms, hat bodies and hoods of felt; plateaux and manchons of felt";1;WTO ATC Annex;both
65020020;6502.00;Hat-shapes, plaited or made by assembling strips of any material;1;WTO ATC Annex;both
65020040;6502.00;Hat-shapes, plaited or made by assembling strips of any material;1;WTO ATC Annex;both
65020060;6502.00;Hat-shapes, plaited or made by assembling strips of any material;1;WTO ATC Annex;both
65020090;6502.00;Hat-shapes, plaited or made by assembling strips of any material;1;WTO ATC Annex;both
65040030;6504.00;Hats & other headgear, plaited or made by assembling strips of any material;1;WTO ATC Annex;both
65040060;6504.00;Hats & other headgear, plaited or made by assembling strips of any material;1;WTO ATC Annex;both
65040090;6504.00;Hats & other headgear, plaited or made by assembling strips of any material;1;WTO ATC Annex;both
65050001;6505.90;Hats & other headgear, knitted or made up from lace, or other textile material;1;WTO ATC Annex;concordance
65050004;6505.90;Hats & other headgear, knitted or made up from lace, or other textile material;1;WTO ATC Annex;concordance
65050008;6505.90;Hats & other headgear, knitted or made up from lace, or other textile material;1;WTO ATC Annex;concordance
65050015;6505.90;Hats & other headgear, knitted or made up from lace, or other textile material;1;WTO ATC Annex;concordance
65050020;6505.90;Hats & other headgear, knitted or made up from lace, or other textile material;1;WTO ATC Annex;concordance
65050025;6505.90;Hats & other headgear, knitted or made up from lace, or other textile material;1;WTO ATC Annex;concordance
65050030;6505.90;Hats & other headgear, knitted or made up from lace, or other textile material;1;WTO ATC Annex;concordance
65050040;6505.90;Hats & other headgear, knitted or made up from lace, or other textile material;1;WTO ATC Annex;concordance
65050050;6505.90;Hats & other headgear, knitted or made up from lace, or other textile material;1;WTO ATC Annex;concordance
65050060;6505.90;Hats & other headgear, knitted or made up from lace, or other textile material;1;WTO ATC Annex;concordance
65050070;6505.90;Hats & other headgear, knitted or made up from lace, or other textile material;1;WTO ATC Annex;concordance
65050080;6505.90;Hats & other headgear, knitted or made up from lace, or other textile material;1;WTO ATC Annex;concordance
65050090;6505.90;Hats & other headgear, knitted or made up from lace, or other textile material;1;WTO ATC Annex;concordance
66011000;6601.10;Umbrellas and sun umbrellas, garden type;0;WTO ATC Annex;both
66019100;6601.91;Other umbrella types, telescopic shaft;0;WTO ATC Annex;both
66019900;6601.99;Other umbrellas;0;WTO ATC Annex;both
87082100;8708.21;Safety seat belts for motor vehicles;1;WTO ATC Annex;both
88040000;8804.00;"Parachutes; their parts and accessories";1;WTO ATC Annex;both
91139040;9113.90;Watch straps, bands and bracelets of textile materials;1;WTO ATC Annex;both
91139080;9113.90;Watch straps, bands and bracelets of textile materials;1;WTO ATC Annex;both
96190005;5601.10;Sanitary articles of waddg of textile mat i.e. sanitary towels, tampons;0;WTO ATC Annex;concordance
96190011;5601.10;Sanitary articles of waddg of textile mat i.e. sanitary towels, tampons;0;WTO ATC Annex;concordance
96190015;5601.10;Sanitary articles of waddg of textile mat i.e. sanitary towels, tampons;0;WTO ATC Annex;concordance
96190021;5601.10;Sanitary articles of waddg of textile mat i.e. sanitary towels, tampons;0;WTO ATC Annex;concordance
96190025;5601.10;Sanitary articles of waddg of textile mat i.e. sanitary towels, tampons;0;WTO ATC Annex;concordance
96190031;5601.10;Sanitary articles of waddg of textile mat i.e. sanitary towels, tampons;0;WTO ATC Annex;concordance
96190033;5601.10;Sanitary articles of waddg of textile mat i.e. sanitary towels, tampons;0;WTO ATC Annex;concordance
96190041;5601.10;Sanitary articles of waddg of textile mat i.e. sanitary towels, tampons;0;WTO ATC Annex;concordance
96190043;5601.10;Sanitary articles of waddg of textile mat i.e. sanitary towels, tampons;0;WTO ATC Annex;concordance
96190046;5601.10;Sanitary articles of waddg of textile mat i.e. sanitary towels, tampons;0;WTO ATC Annex;concordance
96190048;5601.10;Sanitary articles of waddg of textile mat i.e. sanitary towels, tampons;0;WTO ATC Annex;concordance
96190061;5601.10;Sanitary articles of waddg of textile mat i.e. sanitary towels, tampons;0;WTO ATC Annex;concordance
96190064;5601.10;Sanitary articles of waddg of textile mat i.e. sanitary towels, tampons;0;WTO ATC Annex;concordance
96190068;5601.10;Sanitary articles of waddg of textile mat i.e. sanitary towels, tampons;0;WTO ATC Annex;concordance
96190071;5601.10;Sanitary articles of waddg of textile mat i.e. sanitary towels, tampons;0;WTO ATC Annex;concordance
96190074;5601.10;Sanitary articles of waddg of textile mat i.e. sanitary towels, tampons;0;WTO ATC Annex;concordance
96190078;5601.10;Sanitary articles of waddg of textile mat i.e. sanitary towels, tampons;0;WTO ATC Annex;concordance
96190079;5601.10;Sanitary articles of waddg of textile mat i.e. sanitary towels, tampons;0;WTO ATC Annex;concordance
96190090;5601.10;Sanitary articles of waddg of textile mat i.e. sanitary towels, tampons;0;WTO ATC Annex;concordance
