hs_8digit,import_origin,compliance_rate,comment
85162900,CAN,0.9557,USITC DataWeb Jul-Sep 2025
85163100,CAN,0,USITC DataWeb Jul-Sep 2025
85163300,CAN,0,USITC DataWeb Jul-Sep 2025
85165000,CAN,1,USITC DataWeb Jul-Sep 2025
85166040,CAN,1,USITC DataWeb Jul-Sep 2025
85167100,CAN,0,USITC DataWeb Jul-Sep 2025
85167900,CAN,0.9788,USITC DataWeb Jul-Sep 2025
85168040,CAN,0.9805,USITC DataWeb Jul-Sep 2025
85168080,CAN,0.8994,USITC DataWeb Jul-Sep 2025
85169005,CAN,0.9769,USITC DataWeb Jul-Sep 2025
85169015,CAN,1,USITC DataWeb Jul-Sep 2025
85169050,CAN,1,USITC DataWeb Jul-Sep 2025
85169065,CAN,1,USITC DataWeb Jul-Sep 2025
85169075,CAN,1,USITC DataWeb Jul-Sep 2025
85169080,CAN,0.5603,USITC DataWeb Jul-Sep 2025
85169090,CAN,0.8111,USITC DataWeb Jul-Sep 2025
85171100,CAN,1,USITC DataWeb Jul-Sep 2025
85171300,CAN,0.1245,USITC DataWeb Jul-Sep 2025
85171400,CAN,0.7559,USITC DataWeb Jul-Sep 2025
85171800,CAN,0.9112,USITC DataWeb Jul-Sep 2025
85176100,CAN,0.9895,USITC DataWeb Jul-Sep 2025
85176200,CAN,0.8149,USITC DataWeb Jul-Sep 2025
85176900,CAN,0.9025,USITC DataWeb Jul-Sep 2025
85177100,CAN,0.2028,USITC DataWeb Jul-Sep 2025
85177900,CAN,0.683,USITC DataWeb Jul-Sep 2025
85181040,CAN,1,USITC DataWeb Jul-Sep 2025
85181080,CAN,0.8874,USITC DataWeb Jul-Sep 2025
85182100,CAN,0.9844,USITC DataWeb Jul-Sep 2025
85182200,CAN,0.9961,USITC DataWeb Jul-Sep 2025
85182940,CAN,1,USITC DataWeb Jul-Sep 2025
85182980,CAN,0.6429,USITC DataWeb Jul-Sep 2025
85183010,CAN,0.3493,USITC DataWeb Jul-Sep 2025
85183020,CAN,0.2134,USITC DataWeb Jul-Sep 2025
85184010,CAN,0.7015,USITC DataWeb Jul-Sep 2025
85184020,CAN,0.893,USITC DataWeb Jul-Sep 2025
85185000,CAN,0.9352,USITC DataWeb Jul-Sep 2025
85189041,CAN,1,USITC DataWeb Jul-Sep 2025
85189060,CAN,0.3043,USITC DataWeb Jul-Sep 2025
85189081,CAN,0.9323,USITC DataWeb Jul-Sep 2025
85193020,CAN,0.5307,USITC DataWeb Jul-Sep 2025
85198110,CAN,0,USITC DataWeb Jul-Sep 2025
85198120,CAN,1,USITC DataWeb Jul-Sep 2025
85198130,CAN,1,USITC DataWeb Jul-Sep 2025
85198141,CAN,0.3099,USITC DataWeb Jul-Sep 2025
85198920,CAN,0.8819,USITC DataWeb Jul-Sep 2025
85198930,CAN,0.1633,USITC DataWeb Jul-Sep 2025
85211090,CAN,0,USITC DataWeb Jul-Sep 2025
85219000,CAN,0.9365,USITC DataWeb Jul-Sep 2025
85229065,CAN,0,USITC DataWeb Jul-Sep 2025
85229080,CAN,0.3052,USITC DataWeb Jul-Sep 2025
85232100,CAN,0.9821,USITC DataWeb Jul-Sep 2025
85232910,CAN,0.5244,USITC DataWeb Jul-Sep 2025
85232920,CAN,1,USITC DataWeb Jul-Sep 2025
85232930,CAN,0,USITC DataWeb Jul-Sep 2025
85232940,CAN,0.8202,USITC DataWeb Jul-Sep 2025
85232950,CAN,0.4156,USITC DataWeb Jul-Sep 2025
85232970,CAN,0,USITC DataWeb Jul-Sep 2025
85232990,CAN,1,USITC DataWeb Jul-Sep 2025
85234100,CAN,1,USITC DataWeb Jul-Sep 2025
85234920,CAN,0.7337,USITC DataWeb Jul-Sep 2025
85234930,CAN,0.7534,USITC DataWeb Jul-Sep 2025
85234940,CAN,0.9636,USITC DataWeb Jul-Sep 2025
85234950,CAN,0.9353,USITC DataWeb Jul-Sep 2025
85235100,CAN,0.8999,USITC DataWeb Jul-Sep 2025
85235200,CAN,0.6183,USITC DataWeb Jul-Sep 2025
85235900,CAN,0.6167,USITC DataWeb Jul-Sep 2025
85238010,CAN,0.981,USITC DataWeb Jul-Sep 2025
85238020,CAN,0.6096,USITC DataWeb Jul-Sep 2025
85241110,CAN,0,USITC DataWeb Jul-Sep 2025
85241190,CAN,0.4131,USITC DataWeb Jul-Sep 2025
85249110,CAN,0.6308,USITC DataWeb Jul-Sep 2025
85249190,CAN,0.9311,USITC DataWeb Jul-Sep 2025
85249200,CAN,0,USITC DataWeb Jul-Sep 2025
85249900,CAN,0,USITC DataWeb Jul-Sep 2025
85255010,CAN,0.9169,USITC DataWeb Jul-Sep 2025
85255030,CAN,0.8993,USITC DataWeb Jul-Sep 2025
85255070,CAN,0.8575,USITC DataWeb Jul-Sep 2025
85256010,CAN,0.7436,USITC DataWeb Jul-Sep 2025
85256020,CAN,0.8431,USITC DataWeb Jul-Sep 2025
85258100,CAN,0.9057,USITC DataWeb Jul-Sep 2025
85258200,CAN,0,USITC DataWeb Jul-Sep 2025
85258300,CAN,0.8868,USITC DataWeb Jul-Sep 2025
85258910,CAN,0.5144,USITC DataWeb Jul-Sep 2025
85258920,CAN,0.8296,USITC DataWeb Jul-Sep 2025
85258930,CAN,0.6069,USITC DataWeb Jul-Sep 2025
85258940,CAN,0.6952,USITC DataWeb Jul-Sep 2025
85258950,CAN,0.4212,USITC DataWeb Jul-Sep 2025
85261000,CAN,0.8459,USITC DataWeb Jul-Sep 2025
85269100,CAN,0.815,USITC DataWeb Jul-Sep 2025
85269210,CAN,0.2007,USITC DataWeb Jul-Sep 2025
85269250,CAN,0.8417,USITC DataWeb Jul-Sep 2025
85271950,CAN,0.9152,USITC DataWeb Jul-Sep 2025
85272140,CAN,0.9905,USITC DataWeb Jul-Sep 2025
85272980,CAN,0.5977,USITC DataWeb Jul-Sep 2025
85279160,CAN,0.836,USITC DataWeb Jul-Sep 2025
85279910,CAN,1,USITC DataWeb Jul-Sep 2025
85279915,CAN,0.8417,USITC DataWeb Jul-Sep 2025
85279940,CAN,0.7428,USITC DataWeb Jul-Sep 2025
85284915,CAN,1,USITC DataWeb Jul-Sep 2025
85285200,CAN,0.7776,USITC DataWeb Jul-Sep 2025
85285905,CAN,0,USITC DataWeb Jul-Sep 2025
85285910,CAN,0.9663,USITC DataWeb Jul-Sep 2025
85285915,CAN,0.8453,USITC DataWeb Jul-Sep 2025
85285923,CAN,1,USITC DataWeb Jul-Sep 2025
85285925,CAN,0.0678,USITC DataWeb Jul-Sep 2025
85285933,CAN,0.9735,USITC DataWeb Jul-Sep 2025
85285940,CAN,0.6896,USITC DataWeb Jul-Sep 2025
85285950,CAN,0.1926,USITC DataWeb Jul-Sep 2025
85285960,CAN,0,USITC DataWeb Jul-Sep 2025
85286200,CAN,0.8647,USITC DataWeb Jul-Sep 2025
85286945,CAN,1,USITC DataWeb Jul-Sep 2025
85286960,CAN,0,USITC DataWeb Jul-Sep 2025
85287110,CAN,1,USITC DataWeb Jul-Sep 2025
85287130,CAN,0.1893,USITC DataWeb Jul-Sep 2025
85287262,CAN,1,USITC DataWeb Jul-Sep 2025
85287272,CAN,0.2823,USITC DataWeb Jul-Sep 2025
85287297,CAN,0.9769,USITC DataWeb Jul-Sep 2025
85287300,CAN,0,USITC DataWeb Jul-Sep 2025
85291021,CAN,0.8695,USITC DataWeb Jul-Sep 2025
85291040,CAN,0.7423,USITC DataWeb Jul-Sep 2025
85291091,CAN,0.4102,USITC DataWeb Jul-Sep 2025
85299004,CAN,0.0553,USITC DataWeb Jul-Sep 2025
85299006,CAN,0.9486,USITC DataWeb Jul-Sep 2025
85299009,CAN,0.8658,USITC DataWeb Jul-Sep 2025
85299013,CAN,0.8694,USITC DataWeb Jul-Sep 2025
85299016,CAN,0.7465,USITC DataWeb Jul-Sep 2025
85299019,CAN,0.0177,USITC DataWeb Jul-Sep 2025
85299021,CAN,0.678,USITC DataWeb Jul-Sep 2025
85299024,CAN,0,USITC DataWeb Jul-Sep 2025
85299029,CAN,1,USITC DataWeb Jul-Sep 2025
85299039,CAN,0,USITC DataWeb Jul-Sep 2025
85299055,CAN,1,USITC DataWeb Jul-Sep 2025
85299073,CAN,0,USITC DataWeb Jul-Sep 2025
85299077,CAN,0.9217,USITC DataWeb Jul-Sep 2025
85299078,CAN,0.6037,USITC DataWeb Jul-Sep 2025
85299081,CAN,0.9053,USITC DataWeb Jul-Sep 2025
85299083,CAN,0.877,USITC DataWeb Jul-Sep 2025
85299087,CAN,0.7455,USITC DataWeb Jul-Sep 2025
85299088,CAN,0.9657,USITC DataWeb Jul-Sep 2025
85299093,CAN,0.8339,USITC DataWeb Jul-Sep 2025
85299095,CAN,0.1929,USITC DataWeb Jul-Sep 2025
85299097,CAN,0.2594,USITC DataWeb Jul-Sep 2025
85299098,CAN,0.315,USITC DataWeb Jul-Sep 2025
85301000,CAN,0.2677,USITC DataWeb Jul-Sep 2025
85308000,CAN,0.9918,USITC DataWeb Jul-Sep 2025
85309000,CAN,0.9139,USITC DataWeb Jul-Sep 2025
85311000,CAN,0.8619,USITC DataWeb Jul-Sep 2025
85312000,CAN,0.898,USITC DataWeb Jul-Sep 2025
85318015,CAN,1,USITC DataWeb Jul-Sep 2025
85318090,CAN,0.9587,USITC DataWeb Jul-Sep 2025
85319015,CAN,0.3239,USITC DataWeb Jul-Sep 2025
85319030,CAN,0.7921,USITC DataWeb Jul-Sep 2025
85319075,CAN,0.6307,USITC DataWeb Jul-Sep 2025
85319090,CAN,0.8869,USITC DataWeb Jul-Sep 2025
85321000,CAN,0.8964,USITC DataWeb Jul-Sep 2025
85322100,CAN,0,USITC DataWeb Jul-Sep 2025
85322200,CAN,0.8196,USITC DataWeb Jul-Sep 2025
85322400,CAN,0.2113,USITC DataWeb Jul-Sep 2025
85322500,CAN,0.8881,USITC DataWeb Jul-Sep 2025
85322900,CAN,0.8338,USITC DataWeb Jul-Sep 2025
85329000,CAN,0.9688,USITC DataWeb Jul-Sep 2025
85331000,CAN,1,USITC DataWeb Jul-Sep 2025
85332100,CAN,0.7117,USITC DataWeb Jul-Sep 2025
85332900,CAN,0.8026,USITC DataWeb Jul-Sep 2025
85333900,CAN,0.6353,USITC DataWeb Jul-Sep 2025
85334040,CAN,1,USITC DataWeb Jul-Sep 2025
85334080,CAN,0.5774,USITC DataWeb Jul-Sep 2025
85339040,CAN,0.8246,USITC DataWeb Jul-Sep 2025
85339080,CAN,0.4339,USITC DataWeb Jul-Sep 2025
85340000,CAN,0.8155,USITC DataWeb Jul-Sep 2025
85351000,CAN,0.9653,USITC DataWeb Jul-Sep 2025
85352100,CAN,0.9188,USITC DataWeb Jul-Sep 2025
85352900,CAN,0.2128,USITC DataWeb Jul-Sep 2025
85353000,CAN,0.9759,USITC DataWeb Jul-Sep 2025
85354000,CAN,0.9584,USITC DataWeb Jul-Sep 2025
85359040,CAN,1,USITC DataWeb Jul-Sep 2025
85359080,CAN,0.6673,USITC DataWeb Jul-Sep 2025
85361000,CAN,0.8868,USITC DataWeb Jul-Sep 2025
85362000,CAN,0.9269,USITC DataWeb Jul-Sep 2025
85363040,CAN,0.9322,USITC DataWeb Jul-Sep 2025
85363080,CAN,0.8955,USITC DataWeb Jul-Sep 2025
85364100,CAN,0.7254,USITC DataWeb Jul-Sep 2025
85364900,CAN,0.5155,USITC DataWeb Jul-Sep 2025
85365040,CAN,0.7251,USITC DataWeb Jul-Sep 2025
85365070,CAN,0.8547,USITC DataWeb Jul-Sep 2025
85365090,CAN,0.3832,USITC DataWeb Jul-Sep 2025
85366100,CAN,1,USITC DataWeb Jul-Sep 2025
85366940,CAN,0.6885,USITC DataWeb Jul-Sep 2025
85366980,CAN,0.7799,USITC DataWeb Jul-Sep 2025
85367000,CAN,0.3642,USITC DataWeb Jul-Sep 2025
85369040,CAN,0.8396,USITC DataWeb Jul-Sep 2025
85369060,CAN,0.3229,USITC DataWeb Jul-Sep 2025
85369085,CAN,0.878,USITC DataWeb Jul-Sep 2025
85371030,CAN,0.9779,USITC DataWeb Jul-Sep 2025
85371060,CAN,0.7119,USITC DataWeb Jul-Sep 2025
85371080,CAN,0.8832,USITC DataWeb Jul-Sep 2025
85371091,CAN,0.9061,USITC DataWeb Jul-Sep 2025
85372000,CAN,0.8283,USITC DataWeb Jul-Sep 2025
85381000,CAN,0.9665,USITC DataWeb Jul-Sep 2025
85389010,CAN,0.4634,USITC DataWeb Jul-Sep 2025
85389030,CAN,0.7412,USITC DataWeb Jul-Sep 2025
85389040,CAN,0.8303,USITC DataWeb Jul-Sep 2025
85389060,CAN,0.8518,USITC DataWeb Jul-Sep 2025
85389081,CAN,0.8149,USITC DataWeb Jul-Sep 2025
85391000,CAN,0.6806,USITC DataWeb Jul-Sep 2025
85392140,CAN,0.8779,USITC DataWeb Jul-Sep 2025
85392930,CAN,0.5788,USITC DataWeb Jul-Sep 2025
85393100,CAN,0,USITC DataWeb Jul-Sep 2025
85393200,CAN,1,USITC DataWeb Jul-Sep 2025
85393990,CAN,0,USITC DataWeb Jul-Sep 2025
85394100,CAN,0.6104,USITC DataWeb Jul-Sep 2025
85394900,CAN,0.9716,USITC DataWeb Jul-Sep 2025
85395100,CAN,0.4834,USITC DataWeb Jul-Sep 2025
85395200,CAN,0.8476,USITC DataWeb Jul-Sep 2025
85399000,CAN,0.6699,USITC DataWeb Jul-Sep 2025
85402020,CAN,0.5123,USITC DataWeb Jul-Sep 2025
85407120,CAN,0,USITC DataWeb Jul-Sep 2025
85407910,CAN,0,USITC DataWeb Jul-Sep 2025
85407920,CAN,1,USITC DataWeb Jul-Sep 2025
85409940,CAN,1,USITC DataWeb Jul-Sep 2025
85409980,CAN,0.2024,USITC DataWeb Jul-Sep 2025
85411000,CAN,0.2589,USITC DataWeb Jul-Sep 2025
85412100,CAN,0,USITC DataWeb Jul-Sep 2025
85412900,CAN,0,USITC DataWeb Jul-Sep 2025
85413000,CAN,0.3972,USITC DataWeb Jul-Sep 2025
85414100,CAN,0.9308,USITC DataWeb Jul-Sep 2025
85414300,CAN,0.944,USITC DataWeb Jul-Sep 2025
85414910,CAN,0.8595,USITC DataWeb Jul-Sep 2025
85414980,CAN,0.9573,USITC DataWeb Jul-Sep 2025
85414995,CAN,0.8827,USITC DataWeb Jul-Sep 2025
85415100,CAN,0.3745,USITC DataWeb Jul-Sep 2025
85415900,CAN,0.7458,USITC DataWeb Jul-Sep 2025
85416000,CAN,0.8123,USITC DataWeb Jul-Sep 2025
85419000,CAN,0.6339,USITC DataWeb Jul-Sep 2025
85423100,CAN,0.8316,USITC DataWeb Jul-Sep 2025
85423200,CAN,0.652,USITC DataWeb Jul-Sep 2025
85423300,CAN,0.6669,USITC DataWeb Jul-Sep 2025
85423900,CAN,0.4082,USITC DataWeb Jul-Sep 2025
85429000,CAN,0.5692,USITC DataWeb Jul-Sep 2025
85431000,CAN,0.9926,USITC DataWeb Jul-Sep 2025
85432000,CAN,0.875,USITC DataWeb Jul-Sep 2025
85433020,CAN,0.9276,USITC DataWeb Jul-Sep 2025
85433090,CAN,0.893,USITC DataWeb Jul-Sep 2025
85434000,CAN,1,USITC DataWeb Jul-Sep 2025
85437020,CAN,0.9327,USITC DataWeb Jul-Sep 2025
85437042,CAN,0.5569,USITC DataWeb Jul-Sep 2025
85437045,CAN,0.8014,USITC DataWeb Jul-Sep 2025
85437060,CAN,1,USITC DataWeb Jul-Sep 2025
85437071,CAN,0.0814,USITC DataWeb Jul-Sep 2025
85437080,CAN,0.8081,USITC DataWeb Jul-Sep 2025
85437088,CAN,1,USITC DataWeb Jul-Sep 2025
85437089,CAN,0,USITC DataWeb Jul-Sep 2025
85437091,CAN,0.8758,USITC DataWeb Jul-Sep 2025
85437093,CAN,1,USITC DataWeb Jul-Sep 2025
85437095,CAN,0.9393,USITC DataWeb Jul-Sep 2025
85437097,CAN,1,USITC DataWeb Jul-Sep 2025
85437098,CAN,0.9142,USITC DataWeb Jul-Sep 2025
85439012,CAN,0.6204,USITC DataWeb Jul-Sep 2025
85439015,CAN,1,USITC DataWeb Jul-Sep 2025
85439035,CAN,0.7682,USITC DataWeb Jul-Sep 2025
85439068,CAN,0.7041,USITC DataWeb Jul-Sep 2025
85439085,CAN,0,USITC DataWeb Jul-Sep 2025
85439088,CAN,0.901,USITC DataWeb Jul-Sep 2025
85441100,CAN,0.9538,USITC DataWeb Jul-Sep 2025
85441900,CAN,0.9417,USITC DataWeb Jul-Sep 2025
85442000,CAN,0.9718,USITC DataWeb Jul-Sep 2025
85443000,CAN,0.5593,USITC DataWeb Jul-Sep 2025
85444210,CAN,0.7976,USITC DataWeb Jul-Sep 2025
85444220,CAN,0.8157,USITC DataWeb Jul-Sep 2025
85444290,CAN,0.8036,USITC DataWeb Jul-Sep 2025
85444910,CAN,0.9447,USITC DataWeb Jul-Sep 2025
85444920,CAN,0.957,USITC DataWeb Jul-Sep 2025
85444930,CAN,0.9949,USITC DataWeb Jul-Sep 2025
85444990,CAN,0.9886,USITC DataWeb Jul-Sep 2025
85446020,CAN,0.9833,USITC DataWeb Jul-Sep 2025
85446040,CAN,0.9762,USITC DataWeb Jul-Sep 2025
85446060,CAN,0.9992,USITC DataWeb Jul-Sep 2025
85447000,CAN,0.8584,USITC DataWeb Jul-Sep 2025
85451100,CAN,1,USITC DataWeb Jul-Sep 2025
85451920,CAN,1,USITC DataWeb Jul-Sep 2025
85451940,CAN,0.5817,USITC DataWeb Jul-Sep 2025
85452000,CAN,0.9405,USITC DataWeb Jul-Sep 2025
85459040,CAN,0.952,USITC DataWeb Jul-Sep 2025
85461000,CAN,1,USITC DataWeb Jul-Sep 2025
85462000,CAN,0.9247,USITC DataWeb Jul-Sep 2025
85469000,CAN,0.922,USITC DataWeb Jul-Sep 2025
85471080,CAN,1,USITC DataWeb Jul-Sep 2025
85472000,CAN,0.712,USITC DataWeb Jul-Sep 2025
85479000,CAN,0.9747,USITC DataWeb Jul-Sep 2025
85480000,CAN,0.7604,USITC DataWeb Jul-Sep 2025
85491110,CAN,1,USITC DataWeb Jul-Sep 2025
85491280,CAN,0,USITC DataWeb Jul-Sep 2025
85491300,CAN,0.2749,USITC DataWeb Jul-Sep 2025
85491900,CAN,1,USITC DataWeb Jul-Sep 2025
85492100,CAN,1,USITC DataWeb Jul-Sep 2025
85492900,CAN,0.9919,USITC DataWeb Jul-Sep 2025
85493900,CAN,1,USITC DataWeb Jul-Sep 2025
85499900,CAN,0.187,USITC DataWeb Jul-Sep 2025
86021000,CAN,1,USITC DataWeb Jul-Sep 2025
86029000,CAN,1,USITC DataWeb Jul-Sep 2025
86039000,CAN,0,USITC DataWeb Jul-Sep 2025
86040000,CAN,0.8539,USITC DataWeb Jul-Sep 2025
86069200,CAN,0,USITC DataWeb Jul-Sep 2025
86069901,CAN,0.247,USITC DataWeb Jul-Sep 2025
86071100,CAN,1,USITC DataWeb Jul-Sep 2025
86071200,CAN,1,USITC DataWeb Jul-Sep 2025
86071903,CAN,0.3949,USITC DataWeb Jul-Sep 2025
86071906,CAN,1,USITC DataWeb Jul-Sep 2025
86071912,CAN,0.9706,USITC DataWeb Jul-Sep 2025
86071915,CAN,1,USITC DataWeb Jul-Sep 2025
86071930,CAN,0.9575,USITC DataWeb Jul-Sep 2025
86071990,CAN,0.9886,USITC DataWeb Jul-Sep 2025
86072110,CAN,0.7153,USITC DataWeb Jul-Sep 2025
86072150,CAN,0.7126,USITC DataWeb Jul-Sep 2025
86072910,CAN,1,USITC DataWeb Jul-Sep 2025
86072950,CAN,0.6616,USITC DataWeb Jul-Sep 2025
86073010,CAN,0.9857,USITC DataWeb Jul-Sep 2025
86073050,CAN,0.9755,USITC DataWeb Jul-Sep 2025
86079100,CAN,0.8883,USITC DataWeb Jul-Sep 2025
86079910,CAN,0.9339,USITC DataWeb Jul-Sep 2025
86079950,CAN,0.9648,USITC DataWeb Jul-Sep 2025
86080000,CAN,0.9984,USITC DataWeb Jul-Sep 2025
86090000,CAN,0.8787,USITC DataWeb Jul-Sep 2025
87011001,CAN,1,USITC DataWeb Jul-Sep 2025
87012100,CAN,0.922,USITC DataWeb Jul-Sep 2025
87012900,CAN,1,USITC DataWeb Jul-Sep 2025
87013010,CAN,1,USITC DataWeb Jul-Sep 2025
87013050,CAN,1,USITC DataWeb Jul-Sep 2025
87019110,CAN,1,USITC DataWeb Jul-Sep 2025
87019150,CAN,1,USITC DataWeb Jul-Sep 2025
87019210,CAN,1,USITC DataWeb Jul-Sep 2025
87019310,CAN,1,USITC DataWeb Jul-Sep 2025
87019350,CAN,1,USITC DataWeb Jul-Sep 2025
87019410,CAN,1,USITC DataWeb Jul-Sep 2025
87019510,CAN,1,USITC DataWeb Jul-Sep 2025
87021031,CAN,0.9961,USITC DataWeb Jul-Sep 2025
87021061,CAN,1,USITC DataWeb Jul-Sep 2025
87022031,CAN,1,USITC DataWeb Jul-Sep 2025
87024031,CAN,0.9716,USITC DataWeb Jul-Sep 2025
87024061,CAN,0,USITC DataWeb Jul-Sep 2025
87029031,CAN,0.9866,USITC DataWeb Jul-Sep 2025
87029061,CAN,1,USITC DataWeb Jul-Sep 2025
87031010,CAN,0.9986,USITC DataWeb Jul-Sep 2025
87031050,CAN,0.1753,USITC DataWeb Jul-Sep 2025
87032101,CAN,0.9744,USITC DataWeb Jul-Sep 2025
87032201,CAN,0.9999,USITC DataWeb Jul-Sep 2025
87032301,CAN,0.9992,USITC DataWeb Jul-Sep 2025
87032401,CAN,0.9659,USITC DataWeb Jul-Sep 2025
87033201,CAN,0.0718,USITC DataWeb Jul-Sep 2025
87033301,CAN,0.8348,USITC DataWeb Jul-Sep 2025
87034000,CAN,0.9992,USITC DataWeb Jul-Sep 2025
87036000,CAN,0.905,USITC DataWeb Jul-Sep 2025
87038000,CAN,1,USITC DataWeb Jul-Sep 2025
87039001,CAN,0.9534,USITC DataWeb Jul-Sep 2025
87041010,CAN,1,USITC DataWeb Jul-Sep 2025
87041050,CAN,1,USITC DataWeb Jul-Sep 2025
87042101,CAN,0.9069,USITC DataWeb Jul-Sep 2025
87042211,CAN,1,USITC DataWeb Jul-Sep 2025
87042251,CAN,0.9995,USITC DataWeb Jul-Sep 2025
87042301,CAN,0.9935,USITC DataWeb Jul-Sep 2025
87043101,CAN,1,USITC DataWeb Jul-Sep 2025
87043201,CAN,1,USITC DataWeb Jul-Sep 2025
87044300,CAN,1,USITC DataWeb Jul-Sep 2025
87045200,CAN,1,USITC DataWeb Jul-Sep 2025
87046000,CAN,0.4547,USITC DataWeb Jul-Sep 2025
87049001,CAN,1,USITC DataWeb Jul-Sep 2025
87051000,CAN,0.9399,USITC DataWeb Jul-Sep 2025
87052000,CAN,1,USITC DataWeb Jul-Sep 2025
87053000,CAN,1,USITC DataWeb Jul-Sep 2025
87054000,CAN,0.9941,USITC DataWeb Jul-Sep 2025
87059000,CAN,0.972,USITC DataWeb Jul-Sep 2025
87060003,CAN,1,USITC DataWeb Jul-Sep 2025
87060005,CAN,1,USITC DataWeb Jul-Sep 2025
87060015,CAN,0,USITC DataWeb Jul-Sep 2025
87060025,CAN,1,USITC DataWeb Jul-Sep 2025
87060050,CAN,1,USITC DataWeb Jul-Sep 2025
87071000,CAN,0.2516,USITC DataWeb Jul-Sep 2025
87079010,CAN,0.994,USITC DataWeb Jul-Sep 2025
87079050,CAN,0.976,USITC DataWeb Jul-Sep 2025
87081030,CAN,0.9708,USITC DataWeb Jul-Sep 2025
87081060,CAN,0.7216,USITC DataWeb Jul-Sep 2025
87082100,CAN,0.6385,USITC DataWeb Jul-Sep 2025
87082200,CAN,0.8779,USITC DataWeb Jul-Sep 2025
87082915,CAN,0.907,USITC DataWeb Jul-Sep 2025
87082921,CAN,0.9689,USITC DataWeb Jul-Sep 2025
87082925,CAN,0.974,USITC DataWeb Jul-Sep 2025
87082951,CAN,0.8073,USITC DataWeb Jul-Sep 2025
87083010,CAN,0.2261,USITC DataWeb Jul-Sep 2025
87083050,CAN,0.9524,USITC DataWeb Jul-Sep 2025
87084011,CAN,0.8626,USITC DataWeb Jul-Sep 2025
87084030,CAN,0.4104,USITC DataWeb Jul-Sep 2025
87084050,CAN,0.912,USITC DataWeb Jul-Sep 2025
87084060,CAN,0.5724,USITC DataWeb Jul-Sep 2025
87084065,CAN,0.5787,USITC DataWeb Jul-Sep 2025
87084070,CAN,0.9952,USITC DataWeb Jul-Sep 2025
87084075,CAN,0.9797,USITC DataWeb Jul-Sep 2025
87085011,CAN,0.8562,USITC DataWeb Jul-Sep 2025
87085031,CAN,1,USITC DataWeb Jul-Sep 2025
87085051,CAN,0.7374,USITC DataWeb Jul-Sep 2025
87085061,CAN,0.5784,USITC DataWeb Jul-Sep 2025
87085065,CAN,0.0085,USITC DataWeb Jul-Sep 2025
87085070,CAN,0.5554,USITC DataWeb Jul-Sep 2025
87085075,CAN,1,USITC DataWeb Jul-Sep 2025
87085079,CAN,1,USITC DataWeb Jul-Sep 2025
87085081,CAN,0.9959,USITC DataWeb Jul-Sep 2025
87085085,CAN,0,USITC DataWeb Jul-Sep 2025
87085089,CAN,0.5774,USITC DataWeb Jul-Sep 2025
87085091,CAN,0.725,USITC DataWeb Jul-Sep 2025
87085093,CAN,0.9861,USITC DataWeb Jul-Sep 2025
87085095,CAN,0.9956,USITC DataWeb Jul-Sep 2025
87085099,CAN,0.7614,USITC DataWeb Jul-Sep 2025
87087005,CAN,0.8883,USITC DataWeb Jul-Sep 2025
87087015,CAN,0.7995,USITC DataWeb Jul-Sep 2025
87087025,CAN,0.825,USITC DataWeb Jul-Sep 2025
87087035,CAN,0.9808,USITC DataWeb Jul-Sep 2025
87087045,CAN,0.899,USITC DataWeb Jul-Sep 2025
87087060,CAN,0.9881,USITC DataWeb Jul-Sep 2025
87088003,CAN,0,USITC DataWeb Jul-Sep 2025
87088005,CAN,0.5742,USITC DataWeb Jul-Sep 2025
87088013,CAN,0.6279,USITC DataWeb Jul-Sep 2025
87088016,CAN,0.9717,USITC DataWeb Jul-Sep 2025
87088051,CAN,1,USITC DataWeb Jul-Sep 2025
87088055,CAN,0.887,USITC DataWeb Jul-Sep 2025
87088060,CAN,0.6836,USITC DataWeb Jul-Sep 2025
87088065,CAN,0.6578,USITC DataWeb Jul-Sep 2025
87089110,CAN,1,USITC DataWeb Jul-Sep 2025
87089150,CAN,0.7448,USITC DataWeb Jul-Sep 2025
87089160,CAN,0.8834,USITC DataWeb Jul-Sep 2025
87089175,CAN,0.9706,USITC DataWeb Jul-Sep 2025
87089210,CAN,0.6839,USITC DataWeb Jul-Sep 2025
87089250,CAN,0.8679,USITC DataWeb Jul-Sep 2025
87089260,CAN,0.5762,USITC DataWeb Jul-Sep 2025
87089270,CAN,1,USITC DataWeb Jul-Sep 2025
87089275,CAN,0.9703,USITC DataWeb Jul-Sep 2025
87089315,CAN,1,USITC DataWeb Jul-Sep 2025
87089330,CAN,0.9346,USITC DataWeb Jul-Sep 2025
87089360,CAN,0.9789,USITC DataWeb Jul-Sep 2025
87089375,CAN,0.8658,USITC DataWeb Jul-Sep 2025
87089410,CAN,1,USITC DataWeb Jul-Sep 2025
87089450,CAN,0.0556,USITC DataWeb Jul-Sep 2025
87089460,CAN,0.9264,USITC DataWeb Jul-Sep 2025
87089475,CAN,0.8495,USITC DataWeb Jul-Sep 2025
87089505,CAN,1,USITC DataWeb Jul-Sep 2025
87089520,CAN,1,USITC DataWeb Jul-Sep 2025
87089903,CAN,1,USITC DataWeb Jul-Sep 2025
87089906,CAN,1,USITC DataWeb Jul-Sep 2025
87089916,CAN,0.9492,USITC DataWeb Jul-Sep 2025
87089923,CAN,0.696,USITC DataWeb Jul-Sep 2025
87089941,CAN,0.9478,USITC DataWeb Jul-Sep 2025
